뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
08100101.20210423215043001,20210423,KBS,성용희,곰팡이 핀 음식 보관한 어린이집 직원들 “실제로 먹여”,사회>노동_복지,,,,,,,영양,"정부세종청사,세종시,유자청,어린이집,아동","곰팡,음식,보관,어린이집,직원들,앵커,정부세종청사,어린이집,곰팡이,유자청,보관,단속반,적발,어린이집,원아들,수년,유자청,내부,증언,성용희,취재,앵커,곰팡이,유자청,보관,적발,어린이집,단속반,냉장고,유자청,발견,보관,어린이집,해명,세종시,과태료,부과,시정명령,직원들,영양사,지시,곰팡,유자청,수년,아이들,차례,정도,아이,주장,직원,어린이집,음성변조,3년,곰팡,영양사,이야기,배식,직원,적발,당일,영양사,대화,영양사,어린이집,음성변조,곰팡,곰팡,어린이집,원감,원장,사실,원감,어린이집,음성변조,곰팡,원장님,원장님,원장,곰팡이,폐기,발견,즉시,배식,설탕,결정체,해명,원감,유자청,점검,곰팡이,발견,주장,직원들,원장,주장,상황,정확,사실,파악,세종시,아동학대,사건,CCTV,확인,권한,추가,조사,촬영기자,신유상","어린이집,유자청,영양사,곰팡이,원감,세종시,수년,직원들,성용희,단속반,촬영기자,시정명령,아동학대,과태료,아이들,정부세종청사,결정체,세종청사,음성변조,원아들,냉장고,원장님,신유상,cctv,곰팡,직원,원장,주장,발견,적발,보관","[KBS 대전]
 [앵커]

 최근 정부세종청사의 한 어린이집이 곰팡이가 핀 유자청을 보관하다 단속반에 적발됐었는데요.

 어린이집 측은 원아들에게 먹인 적은 없다고 했지만, 수년 동안 이런 유자청을 먹여왔다는 내부 증언이 나왔습니다.

 성용희 기자가 취재했습니다.

 [앵커]

 곰팡이가 핀 유자청을 보관하다 최근 적발된 어린이집입니다.

 단속반은..",http://news.kbs.co.kr/news/view.do?ncd=5170133&amp;ref=DA,
01100701.20210520210204002,20210520,세계일보,임성준,식판 빼앗고 때리기까지 어린이집 아동 29명 상대 300차례 학대한 교사들,사회>사건_사고, 사회>교육_시험, 지역>경기,사회>사회문제>학대,,,,제주시,"제주,제주경찰청,검찰,경찰","식판,어린이집,아동,상대,차례,학대,교사들,제주,어린이집,아동,상대,학대,차례,혐의,교사,구속,원장,교사,의견,기소,검찰,송치,제주경찰청,제주시,어린이집,제주시,학대,관리,혐의,아동복지법,위반,20일,어린이집,원장,의견,기소,검찰,송치,어린이집,아동학대,원장,교사,10명,입건,상습적,학대,3명,의견,구속,기소,나머지,의견,기소,송치,원장,제외,9명,교사,상습적,아동,학대,판단,경찰,교사,아동학대범죄,처벌,특례법,아동복지시설종사자,아동,학대,가중,처벌,혐의,장애인,복지법,위반,적용,경찰,어린이집,교사,원아들,차례,행위,행위,바닥,원아,행위,도중,식판,정서,학대,차례,어린이집,폐쇄,회로,CC,TV,영상,저장,경찰,주말,감염증,신종,코로나바이러스,코로나19,확산,휴원,57일,CCTV,영상,확인,교사들,학대,행위,300여,파악,피해,원아,5세,29명,소속,어린이집,원아,85명,3명,1명,학대,원아,장애,아동,포함,파악,어린이집,장애아통합어린이집,경찰,관계자,신체,학대,신경질적,행위,딱밤,행위,강제,행위,아동학대","어린이집,아동학대,3명,300여,제주시,제주,코로나바이러스,cctv,복지법,교사들,코로나19,감염증,장애아,특례법,종사자,5세","제주의 한 어린이집에서 아동 29명을 상대로 300여 차례 학대한 혐의로 교사 3명은 구속돼고 원장과 교사 7명은 불구속 기소 의견으로 검찰에 송치됐다. 
 
 제주경찰청은 제주시 A 어린이집에서 벌어진 학대와 관련해 관리를 소홀히 한 혐의(아동복지법 위반)로 20일 해당 어린이집 원장을 불구속 기소 의견으로 검찰에 송치했다고 밝혔다. 
 
 이 어린이..",http://www.segye.com/content/html/2021/05/20/20210520515736.html,
08100301.20210709204000001,20210709,SBS,JIBS 하창훈,"[영상] 밀치고, 때리고 원아 29명 수백 차례 학대",사회>교육_시험, 사회>사건_사고, 사회>미디어,사회>사회문제>학대,,,경미,"제주,원아","JIBS,제주","원아,차례,학대,앵커,제주,어린이집,아동학대,확인,교사들,재판,교사,장애아,포함,29명,아이들,차례,학대,재판,장면,CCTV,공개,JIBS,하창훈,보육교사,탁자,아이,강제,아이,바닥,행위,반복,보육교사,아이,제주,시내,영상,어린이집,CCTV,아이,상처,확인,부모,경찰,신고,학대,행위,확인,85명,원아,29명,학대,11명,장애,아이들,11월,확인,학대,정황,차례,교사,혼자,학대,아동,부모,의무자들,학대,신고,의무자,학대,방관,이해,조사,교사,재판,진행,교사들,재판,교육,목적,학대,정도,주장,교사,차례,학대,혐의,확인,상습적,학대,부인,아동,부모,어린이집,아이들,미안,따름,학대,행위,어린이집,2012년,공공,어린이집,선정,평가,영역,등급,영상취재,강명철,JIBS,제보,아기,생후,담배,베이비시터,20개월,여자아이,아이스박스,발견","어린이집,제주,jibs,하창훈,아이들,강명철,보육교사,교사들,아이스박스,여자아이,베이비시터,영상취재,cctv,장애아,따름,아동학대,의무자들,의무자,학대,교사,아이,확인","<앵커> 

 

몇 달 전 제주의 한 어린이집에서 아동학대가 있던 게 확인돼 교사들이 재판을 받고 있습니다. 교사 여러 명이 장애아를 포함한 29명의 아이들을 수백 차례 학대한 것으로 알려졌는데 재판 과정에서 그 장면이 담긴 CCTV가 공개됐습니다. 

 

JIBS 하창훈 기자입니다. 

 

<기자> 

 

보육교사가 탁자 위로 오르는 아이를 강..",https://news.sbs.co.kr/news/endPage.do?news_id=N1006386533&plink=ORI&cooper=ETC,
08100101.20210424064122001,20210424,KBS,성용희,곰팡이 핀 음식 보관한 어린이집 직원들 “실제로 먹여”,사회>노동_복지,,,,,,,영양,"정부세종청사,세종시,유자청,어린이집,아동","곰팡,음식,보관,어린이집,직원들,앵커,정부세종청사,어린이집,곰팡이,유자청,보관,단속반,적발,어린이집,원아들,수년,유자청,내부,증언,성용희,취재,앵커,곰팡이,유자청,보관,적발,어린이집,단속반,냉장고,유자청,발견,보관,어린이집,해명,세종시,과태료,부과,시정명령,직원들,영양사,지시,곰팡,유자청,수년,아이들,차례,정도,아이,주장,직원,어린이집,음성변조,3년,곰팡,영양사,이야기,배식,직원,적발,당일,영양사,대화,영양사,어린이집,음성변조,곰팡,곰팡,어린이집,원감,원장,사실,원감,어린이집,음성변조,곰팡,원장님,원장님,원장,곰팡이,폐기,발견,즉시,배식,설탕,결정체,해명,원감,유자청,점검,곰팡이,발견,주장,직원들,원장,주장,상황,정확,사실,파악,세종시,아동학대,사건,CCTV,확인,권한,추가,조사,촬영기자,신유상","어린이집,유자청,영양사,곰팡이,원감,세종시,수년,직원들,성용희,단속반,촬영기자,시정명령,아동학대,과태료,아이들,정부세종청사,결정체,세종청사,음성변조,원아들,냉장고,원장님,신유상,cctv,곰팡,직원,원장,주장,발견,적발,보관","[앵커]

 최근 정부세종청사의 한 어린이집이 곰팡이가 핀 유자청을 보관하다 단속반에 적발됐었는데요.

 어린이집 측은 원아들에게 먹인 적은 없다고 했지만, 수년 동안 이런 유자청을 먹여왔다는 내부 증언이 나왔습니다.

 성용희 기자가 취재했습니다.

 [앵커]

 곰팡이가 핀 유자청을 보관하다 최근 적발된 어린이집입니다.

 단속반은 냉장고에서 곰팡이..",http://news.kbs.co.kr/news/view.do?ncd=5170313&amp;ref=DA,
02100601.20210519195139001,20210519,한국경제,이보배(bobae38317@hanmail.net),"또 어린이집 학대 신고 2~3세 머리채 잡고, 발가벗겨두기도",사회>사건_사고, 사회>교육_시험,,사회>사회문제>학대,,,A씨,,"아동학대특별수사팀,서울 서부경찰서,어린이집,경찰,서울경찰청,한경닷컴 객원","신고,어린이집,학대,2~3세,머리채,국공립,어린이집,아이,교사,학대,정황,경찰,수사,서울,서부경찰서,어린이집,원장,2명,교사,아이들,학대,신고,사실관계,확인,19일,아이,학대,정황,학부모,발견,원장,학부모,신고,부탁,자진신고,원장,교사들,교사,권고사직,어린이집,교사,학대,사실,하원,선생님,아이,부모,어린이집,CCTV,영상,확인,영상,결과,A씨,어린이집,교사,이날,아이들,학대,파악,교사,A씨,학대,사실,방조,학부모들,주장,학부모들,A씨,2018년,아이,상습적,학대,CCTV,A씨,아이들,뒷덜미,아이,아이,장면,아이,소변,기저귀,여아,머리채,여아,남아,교실,아이,경찰,CCTV,영상,확보,사실관계,파악,서울경찰청,사건,이송,예정,미만,아동,학대,사건,서울경찰청,아동,학대,특별,수사,객원기자,보배,한경닷컴,객원","어린이집,학부모,아이들,서울경찰청,교사들,cctv,한경닷컴,학부모들,머리채,사실관계,a씨,자진신고,객원기자,선생님,남아,서울,서부경찰서,2명,국공립,권고사직,뒷덜미,아이,학대,교사,영상,신고,사건","국공립 어린이집에서 만 2~3세 아이들이 교사에게 학대 당한 정황이 드러나 경찰이 수사에 나섰다. 
 
서울 서부경찰서는 어린이집 원장으로부터 담당 교사 2명이 아이들을 학대했다는 신고를 받고 사실관계를 확인 중이라고 19일 밝혔다. 
 
당초 아이들이 학대 받는 정황은 학부모가 먼저 발견했지만 원장이 학부모에게 '신고를 미뤄달라'고 부탁한 뒤 자진신고..",https://www.hankyung.com/society/article/2021051990397,
01500901.20210525223812002,20210525,울산매일,주성미,‘물 학대’ 울산 국공립어린이집 보육교사 구속 “증거인멸 도주 우려”,사회>사건_사고, 지역>울산, 사회>교육_시험,사회>사회문제>학대,,,,울산,"울산,남구,검찰,청구,경찰,국공립어린이집,울산지법,법원","학대,울산,국공립,어린이집,보육,교사,구속,증거인멸,도주,속보,3살,아이,울산,국공립,어린이집,보육교사,구속,울산지법,남구,국공립,어린이집,보육,교사,구속영장,발부,이날,구속,피의자,심문,영장실질심사,진행,법원,A씨,증거인멸,도주,판단,사전,구속,영장,청구,어린이집,보육,교사,피의자,범행,인정,확보,증거,심문태도,사회,유대,초범인,구속,사유,필요성,인정,영장,기각,A씨,11월,원생,상습적,학대,혐의,아동학대범죄,처벌등,특례법,위반,A씨,2019년,원생,13분,7컵,300여차례,학대,혐의,사건,어린이집,학대,어린이집,원생,부모,신고,학대,의심,시작,경찰,20여건,아동,학대,정황,확인,사건,검찰,A씨,어린이집,보육,교사,2명,원장,재판,진행,법원,자료,어린이집,CCTV,열람,피해,아동,부모,경찰,수사,학대,행위,정황,추가,학대,발견,논란,부실,수사,선고,하루,검찰,변론,재개,신청,학급,6개,학급,확대,경찰,5개월,진행,피해,아동,학부모,어린이집,원생,상대,700여건,학대,행위,주장","어린이집,보육교사,울산,a씨,피의자,국공립,7컵,남구,증거인멸,구속영장,특례법","▷속보=3살 난 아이가 토할 때까지 억지로 물을 먹인 울산의 한 국공립 어린이집의 보육교사가 구속됐다. 

울산지법은 25일 남구의 한 국공립 어린이집 보육교사 A씨에 대해 구속영장을 발부했다. 이날 구속 전 피의자 심문(영장실질심사)를 진행한 법원은 A씨가 증거인멸과 도주의 우려가 높다고 판단했다. 

사전 구속영장이 함께 청구된 이 어린이집 또다른 ..",http://www.iusm.co.kr/news/articleView.html?idxno=911551,
01500301.20210603001146003,20210603,경상일보,차형석 기자,'물 학대' 어린이집 교사 등 아동학대 12명 검찰 송치,사회>사건_사고, 지역>경기, 사회>교육_시험,사회>사회문제>학대,,,,,"울산남부경찰서,검찰,경찰,울산지검,A교사,울산지법","학대,어린이집,교사,아동,학대,검찰,송치,울산남부경찰서,아동,학대,범죄,처벌,혐의,특례법,위반,보육,교사,구속,구속영장,기각,피의자,원장,11명,의견,기소,울산지검,송치,2일,2019년,원생,12분,아이들,강제,학대,혐의,경찰,학대,횟수,사안,중대성,지난달,보육,교사,구속영장,신청,울산지법,혐의,A교사,구속영장,발부,경찰,부모들,피해,아동,부모,신고,학대,의심,수사,착수,28건,학대,정황,확인,사건,검찰,송치,보육,교사,원장,재판,진행,아동,학대,피해,부모,법원,확보,CCTV,영상,정황,추가,학대,발견,경찰,재수사,원생,보육교사들,학대,사실","구속영장,특례법,중대성,cctv,아이들,피의자,울산지법,28건,울산지검,보육교사들,재수사,울산남부경찰서,부모들,어린이집,a교사,학대,원생,송치,교사,혐의,경찰","울산남부경찰서는 아동학대 범죄의 처벌 등에 관한 특례법 위반 혐의를 받고 있는 보육교사 1명을 구속한데 이어 구속영장이 기각된 피의자와 원장 등 11명에 대해서는 불구속 기소 의견으로 울산지검에 송치했다고 2일 밝혔다. 

이들은 지난 2019년 당시 3세 원생에게 12분 동안 물 7컵을 억지로 먹여 토하게 하거나 다른 아이들이 남긴 물까지 강제로 먹이..",www.ksilbo.co.kr/news/articleView.html?idxno=902376,
01200201.20210628221013001,20210628,경인일보,김순기,"성남시, 학대 아동보호체계 '더 촘촘하게'",지역>경기, 지역>강원, 지역>대전,사회>사회문제>학대,,,,성남시,"정부,성남시","성남시,학대,아동,보호,체계,내달,조직,개편,보호,신설,전담요원,공무원,유관,기관,협력,조사,현장,출동,상담등,진행,성남시,전담팀,아동,학대,대응,전담,신설,인력,아동,보호,체계,공공성,강화,성남시,1일,조직개편,아동,학대,신속,체계적,대응,아동,보호,아동보호팀,신설,정부,시범도시,아동,보호,공공,시범,도시,선정,계기,그동안,민간,위탁,아동,학대,업무,사회,복지사,자격증,보유,전담,요원,공무원,수행,전담요원,공무원들,유관기관,협력,체계,구축,아동,학대,현장,출동,조사,상담,피해,아동,보호,진행,경찰,신고,아동,학대,의심,접수,경찰,전담요원,공무원들,경찰,상호협력하,동행조사,방식,지난달,289건,신고,아동,학대,의심,접수,전담요원,공무원들,1천,차례,현장,조사,상담,진행,128건,아동,학대,판정,보호시설입소,친인척,보호,조치,전담요원,공무원들,야간,휴일,온콜,ON-CALL,활용,체계,시간,대응,구축,체계,효력,발휘,아동,학대,사례,발생,아동보호팀,아동,보호,체계,공공성,강화,신설,4명,전담,공무원,9명,관계자,아동,학대,예방,어린이집,전화,핫라인,개설,설치,CCTV,추가,동영상,책자,배부,교육,인식,개선,진행,전담,신설,계기,아동학대예방,구축,아이들,안전,도시,강조","공무원,전담요원,성남시,자격증,조직개편,전담팀,4명,어린이집,유관기관,시범도시,아동보호팀,온콜,협력하,동행조사,cctv","내달부터 조직개편 '보호팀' 신설 
전담요원 공무원, 유관기관 협력 
현장 직접출동 조사 상담등 진행 
 
성남시가 아동학대 대응 전담팀을 신설하고 인력도 대폭 늘리는 등 아동보호 체계의 공공성을 한층 강화하고 나섰다. 
 
27일 성남시에 따르면 다음 달 1일부터 조직개편을 통해 아동 학대에 대해 신속하고 체계적으로 대응하고 피해 아동을 보호하기 위한..",http://www.kyeongin.com/main/view.php?key=20210627010005145,
02100311.20210622062112001,20210622,서울경제,박신원 인턴기자,"""1,000여건 학대"" 구미 어린이집 원장 교사 10명 檢송치",사회>사건_사고, 지역>경북, 사회>교육_시험,사회>사회문제>학대,,,,"경북,옥계동,구미","검찰,구미경찰서,경찰","학대,구미,어린이집,원장,교사,10명,송치,경찰,5개월,구미,어린이집,아동,학대,사건,수사,마무리,경북,구미,원아,차례,학대,어린이집,교사,원장,무더기,검찰,구미경찰서,혐의,아동,복지법,위반,구미,옥계동,어린이집,보육,교사,양벌,규정,대상,원장,10명,혐의,아동,복지법,위반,검찰,송치,기소,의견,21일,경찰,피해,어린이,고소장,접수,수사,진행,폐쇄회로,그동안,어린이집,폐쇄,회로,CC,TV,영상,확인,고소인,피고소인,조사,수사,마무리,조사,기간,어린이,7명,피해,사례,40여,1,100여,경찰,2018년,9월,사이,보육,교사,아이,바닥,가슴,장난감,머리,손가락,복부,아이,피해자,주장,피해자,사실,확인,어린이집,교사,사안별,혐의,시인,부인,고소,학부모들,고소,학부모,휴대전화,어린이집,CCTV,촬영,영상,보육교사,점심시간,여아,얼굴,아이,손가락,차례,부위,아이,상처,장면,구미경찰서,관계자,아동,보호,전문,기관,전문가,영상,어린이집,CCTV,학대,행위,1,000건,파악,범죄혐의,신체,학대,비교,정서,학대,판례,전문가,의견,조율","어린이집,구미,전문가,보육교사,피해자,구미경찰서,7명,그동안,5개월,휴대전화","경북 구미에서 원아 7명을 1,000여 차례에 걸쳐 학대한 어린이집 교사와 원장 등이 무더기로 검찰에 넘겨졌다. 구미경찰서는 아동복지법 위반 혐의로 구미 옥계동 모 어린이집 보육교사 A(40)씨를 비롯해 양벌규정 대상인 원장 등 10명을 아동복지법 위반 혐의로 최근 검찰에 불구속 송치(기소 의견)했다고 21일 밝혔다. 
 

 경찰은 2019년 1월 피..",http://www.sedaily.com/NewsView/22NQHAZP1R,
02100311.20210626011108001,20210626,서울경제,김경훈 기자,마스크 벗겨질 정도로 뺨 때리고 코 비틀고 아이들 학대한 어린이집 교사 '실형',사회>사건_사고, 사회>교육_시험, 사회>여성,사회>사회문제>학대,,,A,,"대전,형사8단독,A씨,어린이집,재판부,대전지법","마스크,정도,학대,아이,실형,어린이집,교사,자신,원생,마스크,정도,원생들,학대,혐의,재판,교사,어린이집,실형,선고,형사8단독,대전지법,형사,단독,차주희,판사,아동,학대,혐의,기소,A씨,어린이집,교사,22,징역,선고,아동,학대,치료,프로그램,시간,이수,10년,아동,기관,취업,제한,명령,혐의,관리,감독,소홀,아동복지법,위반,재판,B씨,어린이집,원장,운영재단,벌금,선고,재판부,대전,어린이집,보육,교사,A씨,9월,12월,자신,아이,마스크,정도,원생,100회,학대,혐의,기소,A씨,옷걸이,아이들,학대,조사,아이,상처,부모,피해,원생,확인,어린이집,CCTV,요청,확인,원장,경찰,신고,A씨,학대,사실,재판부,피고인,자신,7명,정신적,신체,학대,죄질,피해,아동,고통,신체,육체,가늠,상응,처벌,판시,재판부,피고인,범행,인정,반성,초범,피해,회복,노력,유리,정상,참작,양형,재판부,원장,교육,수차례,아동,학대,예방,기록,학대,사실,은폐,축소,판시","어린이집,재판부,이수,수차례,아이들,대전지법,판시,피고인,a씨,7명,100회,차주희,형사8단독,양형","자신이 돌보는 5살 원생의 뺨을 마스크가 벗겨질 정도로 때리는 등 원생들을 학대한 혐의로 재판에 넘겨진 20대 어린이집 교사에게 실형이 선고됐다. 
 

 24일 대전지법 형사8단독(차주희 판사)은 아동학대 혐의로 기소된 어린이집 교사 A씨(22 여)에게 징역 3년을 선고했다. 뿐만 아니라 아동학대 치료프로그램 40시간 이수 및 아동관련기관 취업제한 1..",http://www.sedaily.com/NewsView/22NSAFJZKK,
01500901.20210602223802004,20210602,울산매일,신섬미,'물 학대' 울산 남구 국공립어린이집 보육교사 원장 등 12명 검찰 송치,사회>사건_사고, 지역>대구, 지역>울산,사회>사회문제>학대,,,서동욱,"울산,남구","울산,남구,검찰,경찰,어린이집,국공립어린이집,국민청,남구청장,남부경찰서","학대,울산,남구,국공립,어린이집,보육,교사,원장,송치,검찰,속보,아동,상습적,학대,행위,울산,보육교사,국공립,어린이집,보육,교사,원장,12명,검찰,송치,학부모,피해,아동,남부경찰서,이날,아동,학대,범죄,처벌등,특례법,위반,혐의,남구,국공립,어린이집,보육,교사,구속,입건,보육,교사,어린이집,원장,11명,입건,기소,의견,검찰,송치,파악,11월,원생,상습적,학대,혐의,피해,아동,학부모,어린이집,CCTV,확인,40명,결과,원생,600여건,학대,피해,주장,보육,교사,원생,13분,7컵,학대,행위,건수,300여차례,사건,어린이집,학대,어린이집,원생,부모,신고,학대,의심,시작,경찰,20여건,아동,학대,정황,확인,사건,검찰,보육,교사,2명,원장,재판,진행,피해,아동,학부모,자료,어린이집,CCTV,열람,경찰,수사,학대,행위,정황,추가,학대,발견,국민청원,논란,부실,수사,경찰,1개,수사,확대,어린이집,6개,어린이집,수사,진행,대다수,결과,보육,교사,가해,정황,확인,A씨,보육,교사,2명,원장,기소,8명,추가,어린이집,학대,파악,경찰,사건,피해,아동,학부모,이날,남구,행정처분,직무유기,의견,청취,서동욱,남구청장,면담,일정,20분,면담,일정,7일,연기","어린이집,보육교사,남구,학부모,국공립,울산","▷속보= 세살배기 아동에게 토할 때까지 억지로 물을 먹이는 등 상습적으로 학대 행위를 일삼은 울산의 한 국공립 어린이집 보육교사와 원장 등 12명이 검찰에 송치됐다. 

2일 피해아동 학부모에 따르면 남부경찰서는 이날 아동학대범죄의처벌등에관한특례법 위반 혐의로 남구의 국공립 어린이집 보육교사 A씨를 구속 입건, 다른 보육교사 10명과 이 어린이집 원장 ..",http://www.iusm.co.kr/news/articleView.html?idxno=912489,
08100401.20210612141204001,20210612,YTN,김대겸,"정상 훈육 주장한 50대 보육교사 '벌금형'...""아이 짐짝처럼 다뤄""",사회>사건_사고, 사회>교육_시험, 사회>여성,사회>사회문제>학대,,,,인천,"인천지방법원,서구,재판부","주장,정상,훈육,벌금형,보육,교사,짐짝,원생,바닥,학대,혐의,재판,교사,보육,벌금형,선고,인천지방법원,혐의,아동,학대,처벌,특례법,위반,재판,보육,교사,벌금,40시간,아동,학대,치료,프로그램,이수,명령,서구,인천,어린이집,원생,바닥,학대,혐의,재판,재판부,정상적,훈육,주장,CCTV,영상,아동,짐짝,바닥,정황,죄책,판결","이수,벌금형,인천,어린이집,cctv,인천지방법원,재판부,특례법,학대,바닥,재판,아동,벌금,원생,보육,교사,짐짝,혐의,영상,정상,주장,훈육,처벌,위반,치료,죄책,서구,정상적,정황","세 살 원생의 팔을 잡고 바닥에 끄는 등 학대 혐의로 재판에 넘겨진 50대 보육 교사가 벌금형을 선고받았습니다.

인천지방법원은 아동학대 처벌 특례법 위반 혐의로 재판에 넘겨진 보육교사 57살 A 씨에게 벌금 200만 원과 함께 40시간의 아동학대 치료 프로그램 이수를 명령했습니다.

A 씨는 지난 2019년 인천 서구의 한 어린이집에서 세 살짜리 원생..",https://www.ytn.co.kr/_ln/0103_202106121411017018,
07101201.20210422105352001,20210422,디지털타임스,전혜인,21개월 아이 10분 이상 압박한 어린이집 원장 영장신청 예정,사회>사건_사고, 사회>여성,,범죄>범죄일반>살인, 사회>사회문제>학대,,,,"대전,뉴스데스,대전경찰청,MBC","10분,압박,개월,아이,어린이집,원장,영장신청,예정,지난달,대전,어린이집,개월,여아,사망,사건,경찰,어린이집,원장,구속영장,신청,계획,뉴스데스크,MBC,사건,사건,어린이집,CCTV,입수,보도,영상,어린이집,원장,여아,이불,자신,다리,압박,아이,발버둥,원장,아이,머리,팔뚝,자세,유지,시간쯤,아이,원장,심폐소생술,시도,아이,결국,사망,여아,부검,결과,사인,질식사,대전경찰청,여성,청소년,원장,아동학,대치사,혐의,적용,구속영장,신청,방침,원장,아이,사망,가능성,예견,사건,쟁점,전망,유족,원장,아동,학대,살해죄,적용,경찰,고소장,제출,예정,아동학대,살해죄,고의,입증,고의적,학대,행위,아동,사망,처벌,가중,조항,형법,살인,법정형","어린이집,살해죄,대전경찰청,뉴스데스크,구속영장,아동학대,질식사,소생술,mbc,아동학,대치사,고소장,심폐소생술,가능성,영장신청,발버둥,법정형,cctv,원장,아이,사건,사망,여아,혐의,신청,예정,고의,학대,압박,적용,경찰","지난달 대전의 한 어린이집에서 21개월 여아가 사망한 사건과 관련해 경찰이 어린이집 원장에게 구속영장을 신청할 계획이다.



지난 21일 'MBC 뉴스데스크'가 사건 당시 어린이집 CCTV를 입수해 보도한 바에 따르면 영상에서 어린이집 원장은 여아가 잠들지 않자 이불에 엎드리게 한 뒤 자신의 다리를 올려놓고 압박했다. 아이가 발버둥을 치자 원장은 아이..",http://www.dt.co.kr/contents.html?article_no=2021042202109919078003&ref=jeadan,
01100611.20210519180329001,20210519,서울신문,곽혜진,은평 구립 어린이집 교사들 아동학대 의혹 “발로 차고 발가벗겨”,사회>사건_사고, 사회>교육_시험,,사회>사회문제>학대,,,B씨,"서울,은평","서울 서부경찰서,은평구,어린이,경찰,서울경찰청","은평,구립,어린이집,교사,아동,학대,의혹,서울,은평구,국공립,어린이집,교사,3세,아이들,학대,신고,접수,경찰,수사,서울,서부,경찰서,어린이집,원장,2명,교사,아이들,학대,신고,사실관계,확인,19일,어린이집,학부모,교사,2018년,아이,상습적,음식,학대,B씨,교사,A씨,학대,사실,방조,주장,어린이집,교사,권고사직,처리,학대,사실,선생,아이,부모,어린이집,폐쇄회로,CC,TV,영상,확인,영상,결과,A씨,11일,아이들,상대,학대,A씨,아이들,뒷덜미,아이,아이,소변,기저귀,여아,남아,교실,경찰,CCTV,영상,확보,사실관계,파악,서울경찰청,사건,예정","어린이집,서울,아이들,사실관계,a씨,서울경찰청,남아,폐쇄회로,은평구,은평,cctv,경찰서,국공립,2명,b씨,권고사직,학부모,3세,tv,cc,뒷덜미,교사,아이,학대,영상,사실,경찰,의혹,확인,신고,사건,여아,기저귀,교실","서울 은평구의 한 국공립 어린이집에서 교사가 만 2 3세 아이들을 학대했다는 신고가 접수돼 경찰이 수사에 나섰다.
서울 서부경찰서는 어린이집 원장으로부터 담당 교사 2명이 아이들을 학대했다는 신고를 받아 사실관계를 확인하고 있다고 19일 밝혔다.
이 어린이집 학부모들은 교사 A씨가 2018년생 아이 14명을 담당하면서 상습적으로 때리고 음식을 억지로 먹..",http://www.seoul.co.kr/news/newsView.php?id=20210519500087,
01100701.20210621165118001,20210621,세계일보,,"""반년간 1천여 차례 학대"" 어린이집 교사 등 10명 검찰 송치",사회>사건_사고, 사회>교육_시험, 사회>여성,사회>사회문제>학대,,,,"경북,옥계동,구미","검찰,구미경찰서","반년,차례,학대,어린이집,교사,송치,검찰,경북,구미,원아,상대,1천,차례,아동,학대,혐의,어린이집,교사,원장,무더기,검찰,구미경찰서,혐의,아동,복지법,위반,구미,옥계동,어린이집,보육,교사,양벌,규정,대상,원장,10명,혐의,아동,복지법,위반,검찰,송치,기소,의견,21일,경찰,피해,어린이,고소장,접수,수사,폐쇄회로,그동안,어린이집,폐쇄,회로,CC,TV,영상,확인,고소인,피고소인,조사,수사,마무리,조사,기간,피해,어린이,7명,피해,사례,40여,1천,경찰,2018년,9월,사이,보육,교사,아이,바닥,가슴,장난감,머리,손가락,복부,아이,피해자,주장,피해자,사실,확인,어린이집,교사,사안별,혐의,시인,부인,고소,학부모들,고소,학부모,휴대전화,어린이집,CCTV,촬영,영상,보육교사,점심시간,여아,얼굴,아이,손가락,차례,부위,아이,상처,장면,구미경찰서,관계자,아동,보호,전문,기관,전문가,영상,어린이집,CCTV,학대,행위,1천,파악,범죄혐의,신체,학대,비교,정서,학대,판례,전문가,의견,조율,설명","어린이집,1천,전문가,보육교사,피해자,구미,구미경찰서,7명,그동안,휴대전화,장난감","경북 구미에서 원아 7명을 상대로 1천여 차례에 걸쳐 아동학대 혐의로 어린이집 교사와 원장 등이 무더기로 검찰에 넘겨졌다. 
 
 구미경찰서는 아동복지법 위반 혐의로 구미 옥계동 모 어린이집 보육교사 A(40)씨를 비롯해 양벌규정 대상인 원장 등 10명을 아동복지법 위반 혐의로 최근 검찰에 불구속 송치(기소 의견)했다고 21일 밝혔다. 
 
 경찰은 2..",http://www.segye.com/content/html/2021/06/21/20210621513718.html,
